"p","a","b","x"
0.3700000000000001,-2,0,0
0.3700000000000001,-2,0,0.17046999107196256
0.3700000000000001,2,0,-0.17046999107196256
0.3700000000000001,2,0,0
0.3700000000000001,2,0,2.1704699910719625
0.3700000000000001,0,0,-0.608276253029822
0.3700000000000001,0,0,0
0.3700000000000001,0,0,0.608276253029822
0.3799999999999999,-2,-0.1,-2.1939762745956655
0.3799999999999999,2,-0.1,-0.3063156642211135
0.3799999999999999,2,-0.1,0.15150301573494027
0.3799999999999999,2,-0.1,2.1548126484861734
0.3799999999999999,0,-0.1,-0.7202993587502928
0.3799999999999999,-2,0.1,-2.1548126484861734
0.3799999999999999,-2,0.1,-0.15150301573494027
0.3799999999999999,-2,0.1,0.3063156642211135
0.3799999999999999,2,0.1,2.1939762745956655
0.3799999999999999,0,0.1,0.7202993587502928
0.3799999999999999,-2,0,-2.174734012447073
0.3799999999999999,-2,0,0
0.3799999999999999,-2,0,0.174734012447073
0.3799999999999999,2,0,-0.174734012447073
0.3799999999999999,2,0,0
0.3799999999999999,2,0,2.174734012447073
0.3799999999999999,0,0,-0.6164414002968975
0.3799999999999999,0,0,0
0.3799999999999999,0,0,0.6164414002968975
0.3900000000000001,-2,-0.1,-2.1981207808441035
0.3900000000000001,2,-0.1,-0.30903917769575284
0.3900000000000001,2,-0.1,0.14986446777841367
0.3900000000000001,2,-0.1,2.1591747099173393
0.3900000000000001,0,-0.1,-0.7264050162172995
0.3900000000000001,-2,0.1,-2.1591747099173393
0.3900000000000001,-2,0.1,-0.14986446777841367
0.3900000000000001,-2,0.1,0.30903917769575284
0.3900000000000001,2,0.1,2.1981207808441035
0.3900000000000001,0,0.1,0.7264050162172995
0.3900000000000001,-2,0,-2.1789826122551594
0.3900000000000001,-2,0,0
0.3900000000000001,-2,0,0.17898261225515963
0.3900000000000001,2,0,-0.17898261225515963
0.3900000000000001,2,0,0
0.3900000000000001,2,0,2.1789826122551594
0.3900000000000001,0,0,-0.6244997998398399
0.3900000000000001,0,0,0
0.3900000000000001,0,0,0.6244997998398399
0.3999999999999999,-2,-0.1,-2.202251254719993
0.3999999999999999,2,-0.1,-0.3117723922762705
0.3999999999999999,2,-0.1,0.14825228975919752
0.3999999999999999,2,-0.1,2.163520102517073
0.3999999999999999,0,-0.1,-0.7324773043183042
0.3999999999999999,-2,0.1,-2.163520102517073
0.3999999999999999,-2,0.1,-0.14825228975919752
0.3999999999999999,-2,0.1,0.3117723922762705
0.3999999999999999,2,0.1,2.202251254719993
0.3999999999999999,0,0.1,0.7324773043183042
0.3999999999999999,-2,0,-2.183215956619923
0.3999999999999999,-2,0,0
0.3999999999999999,-2,0,0.18321595661992318
0.3999999999999999,2,0,-0.18321595661992318
0.3999999999999999,2,0,0
0.3999999999999999,2,0,2.183215956619923
0.3999999999999999,0,0,-0.6324555320336758
0.3999999999999999,0,0,0
0.3999999999999999,0,0,0.6324555320336758
0.41000000000000014,-2,-0.1,-2.2063678370591004
0.41000000000000014,2,-0.1,-0.3145150478254202
0.41000000000000014,2,-0.1,0.1466660309279779
0.41000000000000014,2,-0.1,2.1678490168974425
0.41000000000000014,0,-0.1,-0.7385164807134506
0.41000000000000014,0,-0.1,0.33851648071344986
0.41000000000000014,0,-0.1,0.40000000000000074
0.41000000000000014,-2,0.1,-2.1678490168974425
0.41000000000000014,-2,0.1,-0.1466660309279779
0.41000000000000014,-2,0.1,0.3145150478254202
0.41000000000000014,2,0.1,2.2063678370591004
0.41000000000000014,0,0.1,-0.40000000000000074
0.41000000000000014,0,0.1,-0.33851648071344986
0.41000000000000014,0,0.1,0.7385164807134506
0.41000000000000014,-2,0,-2.1874342087037917
0.41000000000000014,-2,0,0
0.41000000000000014,-2,0,0.1874342087037918
0.41000000000000014,2,0,-0.1874342087037918
0.41000000000000014,2,0,0
0.41000000000000014,2,0,2.1874342087037917
0.41000000000000014,0,0,-0.6403124237432849
0.41000000000000014,0,0,0
0.41000000000000014,0,0,0.6403124237432849
0.41999999999999993,-2,-0.1,-2.210470666362505
0.41999999999999993,2,-0.1,-0.317266886119019
0.41999999999999993,2,-0.1,0.14510524606140082
0.41999999999999993,2,-0.1,2.172161640057618
0.41999999999999993,0,-0.1,-0.7445228128282875
0.41999999999999993,0,-0.1,0.30695952371777024
0.41999999999999993,0,-0.1,0.43756328911051734
0.41999999999999993,-2,0.1,-2.172161640057618
0.41999999999999993,-2,0.1,-0.14510524606140082
0.41999999999999993,-2,0.1,0.317266886119019
0.41999999999999993,2,0.1,2.210470666362505
0.41999999999999993,0,0.1,-0.43756328911051734
0.41999999999999993,0,0.1,-0.30695952371777024
0.41999999999999993,0,0.1,0.7445228128282875
0.41999999999999993,-2,0,-2.1916375287812984
0.41999999999999993,-2,0,0
0.41999999999999993,-2,0,0.19163752878129844
0.41999999999999993,2,0,-0.19163752878129844
0.41999999999999993,2,0,0
0.41999999999999993,2,0,2.1916375287812984
0.41999999999999993,0,0,-0.648074069840786
0.41999999999999993,0,0,0
0.41999999999999993,0,0,0.648074069840786
0.43000000000000016,-2,-0.1,-2.2145598788503595
0.43000000000000016,2,-0.1,-0.3200276509996791
0.43000000000000016,2,-0.1,0.14356949552055254
0.43000000000000016,2,-0.1,2.1764581554791267
0.43000000000000016,0,-0.1,-0.7504965765835925
0.43000000000000016,0,-0.1,0.28826457486088397
0.43000000000000016,0,-0.1,0.46223200172270856
0.43000000000000016,-2,0.1,-2.1764581554791267
0.43000000000000016,-2,0.1,-0.14356949552055254
0.43000000000000016,-2,0.1,0.3200276509996791
0.43000000000000016,2,0.1,2.2145598788503595
0.43000000000000016,0,0.1,-0.46223200172270856
0.43000000000000016,0,0.1,-0.28826457486088397
0.43000000000000016,0,0.1,0.7504965765835925
0.43000000000000016,-2,0,-2.1958260743101397
0.43000000000000016,-2,0,0
0.43000000000000016,-2,0,0.19582607431013987
0.43000000000000016,2,0,-0.19582607431013987
0.43000000000000016,2,0,0
0.43000000000000016,2,0,2.1958260743101397
0.43000000000000016,0,0,-0.6557438524302002
0.43000000000000016,0,0,0
0.43000000000000016,0,0,0.6557438524302002
0.43999999999999995,-2,-0.1,-2.2186356085140657
0.43999999999999995,2,-0.1,-0.3227970885216018
0.43999999999999995,2,-0.1,0.1420583453037104
0.43999999999999995,2,-0.1,2.1807387432178915
0.43999999999999995,0,-0.1,-0.7564380552326733
0.43999999999999995,0,-0.1,0.2740504073564021
0.43999999999999995,0,-0.1,0.48238764787627103
0.43999999999999995,-2,0.1,-2.1807387432178915
0.43999999999999995,-2,0.1,-0.1420583453037104
0.43999999999999995,-2,0.1,0.3227970885216018
0.43999999999999995,2,0.1,2.2186356085140657
0.43999999999999995,0,0.1,-0.48238764787627103
0.43999999999999995,0,0.1,-0.2740504073564021
0.43999999999999995,0,0.1,0.7564380552326733
0.43999999999999995,-2,0,-2.2
0.43999999999999995,-2,0,0
0.43999999999999995,-2,0,0.2
0.43999999999999995,2,0,-0.2
0.43999999999999995,2,0,0
0.43999999999999995,2,0,2.2
0.43999999999999995,0,0,-0.6633249580710799
0.43999999999999995,0,0,0
0.43999999999999995,0,0,0.6633249580710799
0.4500000000000002,-2,-0.1,-2.2226979871669306
0.4500000000000002,2,-0.1,-0.325574947086526
0.4500000000000002,2,-0.1,0.14057136709332135
0.4500000000000002,2,-0.1,2.1850035799932046
0.4500000000000002,0,-0.1,-0.7623475382979801
0.4500000000000002,0,-0.1,0.26234753829797974
0.4500000000000002,0,-0.1,0.5000000000000003
0.4500000000000002,-2,0.1,-2.1850035799932046
0.4500000000000002,-2,0.1,-0.14057136709332135
0.4500000000000002,-2,0.1,0.325574947086526
0.4500000000000002,2,0.1,2.2226979871669306
0.4500000000000002,0,0.1,-0.5000000000000003
0.4500000000000002,0,0.1,-0.26234753829797974
0.4500000000000002,0,0.1,0.7623475382979801
0.4500000000000002,-2,0,-2.2041594578792294
0.4500000000000002,-2,0,0
0.4500000000000002,-2,0,0.20415945787922962
0.4500000000000002,2,0,-0.20415945787922962
0.4500000000000002,2,0,0
0.4500000000000002,2,0,2.2041594578792294
0.4500000000000002,0,0,-0.670820393249937
0.4500000000000002,0,0,0
0.4500000000000002,0,0,0.670820393249937
0.45999999999999996,-2,-0.1,-2.2267471444933515
0.45999999999999996,2,-0.1,-0.3283609775709423
0.45999999999999996,2,-0.1,0.13910813829720003
0.45999999999999996,2,-0.1,2.1892528392737423
0.45999999999999996,0,-0.1,-0.7682253205993914
0.45999999999999996,0,-0.1,0.25230828786664017
0.45999999999999996,0,-0.1,0.5159170327327514
0.45999999999999996,-2,0.1,-2.1892528392737423
0.45999999999999996,-2,0.1,-0.13910813829720003
0.45999999999999996,-2,0.1,0.3283609775709423
0.45999999999999996,2,0.1,2.2267471444933515
0.45999999999999996,0,0.1,-0.5159170327327514
0.45999999999999996,0,0.1,-0.25230828786664017
0.45999999999999996,0,0.1,0.7682253205993914
0.45999999999999996,-2,0,-2.208304597359457
0.45999999999999996,-2,0,0
0.45999999999999996,-2,0,0.2083045973594572
0.45999999999999996,2,0,-0.2083045973594572
0.45999999999999996,2,0,0
0.45999999999999996,2,0,2.208304597359457
0.45999999999999996,0,0,-0.6782329983125268
0.45999999999999996,0,0,0
0.45999999999999996,0,0,0.6782329983125268
0.4700000000000002,-2,-0.1,-2.2307832080965837
0.4700000000000002,2,-0.1,-0.33115493344471403
0.4700000000000002,2,-0.1,0.137668242083962
0.4700000000000002,2,-0.1,2.193486691360752
0.4700000000000002,0,-0.1,-0.7740717013670821
0.4700000000000002,0,-0.1,0.24347488503826809
0.4700000000000002,0,-0.1,0.5305968163288141
0.4700000000000002,-2,0.1,-2.193486691360752
0.4700000000000002,-2,0.1,-0.137668242083962
0.4700000000000002,-2,0.1,0.33115493344471403
0.4700000000000002,2,0.1,2.2307832080965837
0.4700000000000002,0,0.1,-0.5305968163288141
0.4700000000000002,0,0.1,-0.24347488503826809
0.4700000000000002,0,0.1,0.7740717013670821
0.4700000000000002,-2,0,-2.212435565298214
0.4700000000000002,-2,0,0
0.4700000000000002,-2,0,0.21243556529821417
0.4700000000000002,2,0,-0.21243556529821417
0.4700000000000002,2,0,0
0.4700000000000002,2,0,2.212435565298214
0.4700000000000002,0,0,-0.6855654600401045
0.4700000000000002,0,0,0
0.4700000000000002,0,0,0.6855654600401045
0.48,-2,-0.1,-2.234806303545138
0.48,2,-0.1,-0.33395657088125713
0.48,2,-0.1,0.13625126741273832
0.48,2,-0.1,2.197705303468519
0.48,0,-0.1,-0.7798869834323678
0.48,0,-0.1,0.23556661584233046
0.48,0,-0.1,0.5443203675900374
0.48,-2,0.1,-2.197705303468519
0.48,-2,0.1,-0.13625126741273832
0.48,-2,0.1,0.33395657088125713
0.48,2,0.1,2.234806303545138
0.48,0,0.1,-0.5443203675900374
0.48,0,0.1,-0.23556661584233046
0.48,0,0.1,0.7798869834323678
0.48,-2,0,-2.216552506059644
0.48,-2,0,0
0.48,-2,0,0.21655250605964393
0.48,2,0,-0.21655250605964393
0.48,2,0,0
0.48,2,0,2.216552506059644
0.48,0,0,-0.6928203230275509
0.48,0,0,0
0.48,0,0,0.6928203230275509
0.4900000000000002,-2,-0.1,-2.238816554417863
0.4900000000000002,2,-0.1,-0.33676564885945814
0.4900000000000002,2,-0.1,0.1348568090572358
0.4900000000000002,2,-0.1,2.2019088398022224
0.4900000000000002,0,-0.1,-0.7856714724904084
0.4900000000000002,0,-0.1,0.22839652867576452
0.4900000000000002,0,-0.1,0.5572749438146439
0.4900000000000002,-2,0.1,-2.2019088398022224
0.4900000000000002,-2,0.1,-0.1348568090572358
0.4900000000000002,-2,0.1,0.33676564885945814
0.4900000000000002,2,0.1,2.238816554417863
0.4900000000000002,0,0.1,-0.5572749438146439
0.4900000000000002,0,0.1,-0.22839652867576452
0.4900000000000002,0,0.1,0.7856714724904084
0.4900000000000002,-2,0,-2.2206555615733703
0.4900000000000002,-2,0,0
0.4900000000000002,-2,0,0.2206555615733704
0.4900000000000002,2,0,-0.2206555615733704
0.4900000000000002,2,0,0
0.4900000000000002,2,0,2.2206555615733703
0.4900000000000002,0,0,-0.7000000000000002
0.4900000000000002,0,0,0
0.4900000000000002,0,0,0.7000000000000002
0.5,-2,-0.1,-2.2428140823477443
0.5,2,-0.1,-0.33958192925751707
0.5,2,-0.1,0.1334844676242334
0.5,2,-0.1,2.206097461633284
0.5,0,-0.1,-0.791425476429081
0.5,0,-0.1,0.2218326460698341
0.5,0,-0.1,0.5695928303592469
0.5,-2,0.1,-2.206097461633284
0.5,-2,0.1,-0.1334844676242334
0.5,-2,0.1,0.33958192925751707
0.5,2,0.1,2.2428140823477443
0.5,0,0.1,-0.5695928303592469
0.5,0,0.1,-0.2218326460698341
0.5,0,0.1,0.791425476429081
0.5,-2,0,-2.224744871391589
0.5,-2,0,0
0.5,-2,0,0.22474487139158905
0.5,2,0,-0.22474487139158905
0.5,2,0,0
0.5,2,0,2.224744871391589
0.5,0,0,-0.7071067811865475
0.5,0,0,0
0.5,0,0,0.7071067811865475
0.5100000000000002,-2,-0.1,-2.2467990070644808
0.5100000000000002,2,-0.1,-0.3424051769389244
0.5100000000000002,2,-0.1,0.13213384956661955
0.5100000000000002,2,-0.1,2.210271327372305
0.5100000000000002,0,-0.1,-0.797149304718769
0.5100000000000002,0,-0.1,0.21577766253245179
0.5100000000000002,0,-0.1,0.5813716421863171
0.5100000000000002,-2,0.1,-2.210271327372305
0.5100000000000002,-2,0.1,-0.13213384956661955
0.5100000000000002,-2,0.1,0.3424051769389244
0.5100000000000002,2,0.1,2.2467990070644808
0.5100000000000002,0,0.1,-0.5813716421863171
0.5100000000000002,0,0.1,-0.21577766253245179
0.5100000000000002,0,0.1,0.797149304718769
0.5100000000000002,-2,0,-2.228820572744451
0.5100000000000002,-2,0,0
0.5100000000000002,-2,0,0.22882057274445083
0.5100000000000002,2,0,-0.22882057274445083
0.5100000000000002,2,0,0
0.5100000000000002,2,0,2.228820572744451
0.5100000000000002,0,0,-0.7141428428542851
0.5100000000000002,0,0,0
0.5100000000000002,0,0,0.7141428428542851
0.52,-2,-0.1,-2.2507714464358664
0.52,2,-0.1,-0.3452351598307849
0.52,2,-0.1,0.13080456719109626
0.52,2,-0.1,2.2144305926396886
0.52,0,-0.1,-0.8028432678581865
0.52,0,-0.1,0.21015737840524706
0.52,0,-0.1,0.5926858894529394
0.52,-2,0.1,-2.2144305926396886
0.52,-2,0.1,-0.13080456719109626
0.52,-2,0.1,0.3452351598307849
0.52,2,0.1,2.2507714464358664
0.52,0,0.1,-0.5926858894529394
0.52,0,0.1,-0.21015737840524706
0.52,0,0.1,0.8028432678581865
0.52,-2,0,-2.2328828005937953
0.52,-2,0,0
0.52,-2,0,0.2328828005937953
0.52,2,0,-0.2328828005937953
0.52,2,0,0
0.52,2,0,2.2328828005937953
0.52,0,0,-0.7211102550927979
0.52,0,0,0
0.52,0,0,0.7211102550927979
0.5300000000000002,-2,-0.1,-2.2547315165080253
0.5300000000000002,2,-0.1,-0.34807164899472093
0.5300000000000002,2,-0.1,0.1294962386606861
0.5300000000000002,2,-0.1,2.2185754103340347
0.5300000000000002,0,-0.1,-0.8085076768717449
0.5300000000000002,0,-0.1,0.2049136710596235
0.5300000000000002,0,-0.1,0.6035940058121214
0.5300000000000002,-2,0.1,-2.2185754103340347
0.5300000000000002,-2,0.1,-0.1294962386606861
0.5300000000000002,-2,0.1,0.34807164899472093
0.5300000000000002,2,0.1,2.2547315165080253
0.5300000000000002,0,0.1,-0.6035940058121214
0.5300000000000002,0,0.1,-0.2049136710596235
0.5300000000000002,0,0.1,0.8085076768717449
0.5300000000000002,-2,0,-2.2369316876852983
0.5300000000000002,-2,0,0
0.5300000000000002,-2,0,0.23693168768529826
0.5300000000000002,2,0,-0.23693168768529826
0.5300000000000002,2,0,0
0.5300000000000002,2,0,2.2369316876852983
0.5300000000000002,0,0,-0.7280109889280519
0.5300000000000002,0,0,0
0.5300000000000002,0,0,0.7280109889280519
0.54,-2,-0.1,-2.258679331544535
0.54,2,-0.1,-0.3509144186905875
0.54,2,-0.1,0.1282084879921961
0.54,2,-0.1,2.222705930698391
0.54,0,-0.1,-0.814142842854285
0.54,0,-0.1,0.2
0.54,0,-0.1,0.614142842854285
0.54,-2,0.1,-2.222705930698391
0.54,-2,0.1,-0.1282084879921961
0.54,-2,0.1,0.3509144186905875
0.54,2,0.1,2.258679331544535
0.54,0,0.1,-0.614142842854285
0.54,0,0.1,-0.2
0.54,0,0.1,0.814142842854285
0.54,-2,0,-2.2409673645990855
0.54,-2,0,0
0.54,-2,0,0.2409673645990857
0.54,2,0,-0.2409673645990857
0.54,2,0,0
0.54,2,0,2.2409673645990855
0.54,0,0,-0.7348469228349535
0.54,0,0,0
0.54,0,0,0.7348469228349535
0.5500000000000003,-2,-0.1,-2.2626150040644797
0.5500000000000003,2,-0.1,-0.35376324643324597
0.5500000000000003,2,-0.1,0.12694094504879805
0.5500000000000003,2,-0.1,2.226822301384448
0.5500000000000003,0,-0.1,-0.8197490765593438
0.5500000000000003,0,-0.1,0.1953784110184144
0.5500000000000003,0,-0.1,0.6243706655409293
0.5500000000000003,-2,0.1,-2.226822301384448
0.5500000000000003,-2,0.1,-0.12694094504879805
0.5500000000000003,-2,0.1,0.35376324643324597
0.5500000000000003,2,0.1,2.2626150040644797
0.5500000000000003,0,0.1,-0.6243706655409293
0.5500000000000003,0,0.1,-0.1953784110184144
0.5500000000000003,0,0.1,0.8197490765593438
0.5500000000000003,-2,0,-2.244989959798873
0.5500000000000003,-2,0,0
0.5500000000000003,-2,0,0.24498995979887336
0.5500000000000003,2,0,-0.24498995979887336
0.5500000000000003,2,0,0
0.5500000000000003,2,0,2.244989959798873
0.5500000000000003,0,0,-0.7416198487095664
0.5500000000000003,0,0,0
0.5500000000000003,0,0,0.7416198487095664
0.56,-2,-0.1,-2.2665386448794633
0.56,2,-0.1,-0.3566179130426439
0.56,2,-0.1,0.12569324552789957
0.56,2,-0.1,2.2309246675147443
0.56,0,-0.1,-0.8253266880273928
0.56,0,-0.1,0.19101746987591572
0.56,0,-0.1,0.6343092181514771
0.56,-2,0.1,-2.2309246675147443
0.56,-2,0.1,-0.12569324552789957
0.56,-2,0.1,0.3566179130426439
0.56,2,0.1,2.2665386448794633
0.56,0,0.1,-0.6343092181514771
0.56,0,0.1,-0.19101746987591572
0.56,0,0.1,0.8253266880273928
0.56,-2,0,-2.2489995996796797
0.56,-2,0,0
0.56,-2,0,0.24899959967967966
0.56,2,0,-0.24899959967967966
0.56,2,0,0
0.56,2,0,2.2489995996796797
0.56,0,0,-0.7483314773547883
0.56,0,0,0
0.56,0,0,0.7483314773547883
0.5699999999999998,-2,-0.1,-2.2704503631296213
0.5699999999999998,2,-0.1,-0.35947820268745634
0.5699999999999998,2,-0.1,0.12446503094448322
0.5699999999999998,2,-0.1,2.235013171742973
0.5699999999999998,0,-0.1,-0.8308759862507853
0.5699999999999998,0,-0.1,0.18689079536563347
0.5699999999999998,0,-0.1,0.6439851908851518
0.5699999999999998,-2,0.1,-2.235013171742973
0.5699999999999998,-2,0.1,-0.12446503094448322
0.5699999999999998,-2,0.1,0.35947820268745634
0.5699999999999998,2,0.1,2.2704503631296213
0.5699999999999998,0,0.1,-0.6439851908851518
0.5699999999999998,0,0.1,-0.18689079536563347
0.5699999999999998,0,0.1,0.8308759862507853
0.5699999999999998,-2,0,-2.252996408614167
0.5699999999999998,-2,0,0
0.5699999999999998,-2,0,0.2529964086141667
0.5699999999999998,2,0,-0.2529964086141667
0.5699999999999998,2,0,0
0.5699999999999998,2,0,2.252996408614167
0.5699999999999998,0,0,-0.7549834435270748
0.5699999999999998,0,0,0
0.5699999999999998,0,0,0.7549834435270748
0.5800000000000001,-2,-0.1,-2.2743502663186623
0.5800000000000001,2,-0.1,-0.3623439029225438
0.5800000000000001,2,-0.1,0.12325594861010047
0.5800000000000001,2,-0.1,2.2390879543124433
0.5800000000000001,0,-0.1,-0.8363972788723832
0.5800000000000001,0,-0.1,0.18297599188465452
0.5800000000000001,0,-0.1,0.6534212869877287
0.5800000000000001,-2,0.1,-2.2390879543124433
0.5800000000000001,-2,0.1,-0.12325594861010047
0.5800000000000001,-2,0.1,0.3623439029225438
0.5800000000000001,2,0.1,2.2743502663186623
0.5800000000000001,0,0.1,-0.6534212869877287
0.5800000000000001,0,0.1,-0.18297599188465452
0.5800000000000001,0,0.1,0.8363972788723832
0.5800000000000001,-2,0,-2.2569805089976533
0.5800000000000001,-2,0,0
0.5800000000000001,-2,0,0.25698050899765357
0.5800000000000001,2,0,-0.25698050899765357
0.5800000000000001,2,0,0
0.5800000000000001,2,0,2.2569805089976533
0.5800000000000001,0,0,-0.7615773105863909
0.5800000000000001,0,0,0
0.5800000000000001,0,0,0.7615773105863909
0.5899999999999999,-2,-0.1,-2.278238460347971
0.5899999999999999,2,-0.1,-0.36521480472048623
0.5899999999999999,2,-0.1,0.12206565160771077
0.5899999999999999,2,-0.1,2.2431491531127756
0.5899999999999999,0,-0.1,-0.8418908719150856
0.5899999999999999,0,-0.1,0.17925385596448118
0.5899999999999999,0,-0.1,0.6626370159506045
0.5899999999999999,-2,0.1,-2.2431491531127756
0.5899999999999999,-2,0.1,-0.12206565160771077
0.5899999999999999,-2,0.1,0.36521480472048623
0.5899999999999999,2,0.1,2.278238460347971
0.5899999999999999,0,0.1,-0.6626370159506045
0.5899999999999999,0,0.1,-0.17925385596448118
0.5899999999999999,0,0.1,0.8418908719150856
0.5899999999999999,-2,0,-2.2609520212918492
0.5899999999999999,-2,0,0
0.5899999999999999,-2,0,0.26095202129184913
0.5899999999999999,2,0,-0.26095202129184913
0.5899999999999999,2,0,0
0.5899999999999999,2,0,2.2609520212918492
0.5899999999999999,0,0,-0.7681145747868607
0.5899999999999999,0,0,0
0.5899999999999999,0,0,0.7681145747868607
0.6000000000000001,-2,-0.1,-2.2821150495498044
0.6000000000000001,2,-0.1,-0.36809070249745174
0.6000000000000001,2,-0.1,0.1208937987625586
0.6000000000000001,2,-0.1,2.2471969037348933
0.6000000000000001,0,-0.1,-0.8473570695396928
0.6000000000000001,0,-0.1,0.17570777535287774
0.6000000000000001,0,-0.1,0.6716492941868151
0.6000000000000001,-2,0.1,-2.2471969037348933
0.6000000000000001,-2,0.1,-0.1208937987625586
0.6000000000000001,-2,0.1,0.36809070249745174
0.6000000000000001,2,0.1,2.2821150495498044
0.6000000000000001,0,0.1,-0.6716492941868151
0.6000000000000001,0,0.1,-0.17570777535287774
0.6000000000000001,0,0.1,0.8473570695396928
0.6000000000000001,-2,0,-2.264911064067352
0.6000000000000001,-2,0,0
0.6000000000000001,-2,0,0.26491106406735176
0.6000000000000001,2,0,-0.26491106406735176
0.6000000000000001,2,0,0
0.6000000000000001,2,0,2.264911064067352
0.6000000000000001,0,0,-0.7745966692414834
0.6000000000000001,0,0,0
0.6000000000000001,0,0,0.7745966692414834
0.6099999999999999,-2,-0.1,-2.2859801367196075
0.6099999999999999,2,-0.1,-0.3709713941336577
0.6099999999999999,2,-0.1,0.11974005460928641
0.6099999999999999,2,-0.1,2.2512313395243715
0.6099999999999999,0,-0.1,-0.8527961738287404
0.6099999999999999,0,-0.1,0.17232326638448087
0.6099999999999999,0,-0.1,0.6804729074442595
0.6099999999999999,-2,0.1,-2.2512313395243715
0.6099999999999999,-2,0.1,-0.11974005460928641
0.6099999999999999,-2,0.1,0.3709713941336577
0.6099999999999999,2,0.1,2.2859801367196075
0.6099999999999999,0,0.1,-0.6804729074442595
0.6099999999999999,0,0.1,-0.17232326638448087
0.6099999999999999,0,0.1,0.8527961738287404
0.6099999999999999,-2,0,-2.268857754044952
0.6099999999999999,-2,0,0
0.6099999999999999,-2,0,0.26885775404495194
0.6099999999999999,2,0,-0.26885775404495194
0.6099999999999999,2,0,0
0.6099999999999999,2,0,2.268857754044952
0.6099999999999999,0,0,-0.7810249675906653
0.6099999999999999,0,0,0
0.6099999999999999,0,0,0.7810249675906653
0.6200000000000001,-2,-0.1,-2.289833823147485
0.6200000000000001,2,-0.1,-0.3738566809886831
0.6200000000000001,2,-0.1,0.11860408935547896
0.6200000000000001,2,-0.1,2.2552525916332042
0.6200000000000001,0,-0.1,-0.858208484594132
0.6200000000000001,0,-0.1,0.1690876125827675
0.6200000000000001,0,-0.1,0.6891208720113646
0.6200000000000001,-2,0.1,-2.2552525916332042
0.6200000000000001,-2,0.1,-0.11860408935547896
0.6200000000000001,-2,0.1,0.3738566809886831
0.6200000000000001,2,0.1,2.289833823147485
0.6200000000000001,0,0.1,-0.6891208720113646
0.6200000000000001,0,0.1,-0.1690876125827675
0.6200000000000001,0,0.1,0.858208484594132
0.6200000000000001,-2,0,-2.2727922061357857
0.6200000000000001,-2,0,0
0.6200000000000001,-2,0,0.2727922061357856
0.6200000000000001,2,0,-0.2727922061357856
0.6200000000000001,2,0,0
0.6200000000000001,2,0,2.2727922061357857
0.6200000000000001,0,0,-0.7874007874011811
0.6200000000000001,0,0,0
0.6200000000000001,0,0,0.7874007874011811
0.6299999999999999,-2,-0.1,-2.293676208648839
0.6299999999999999,2,-0.1,-0.37674636791188326
0.6299999999999999,2,-0.1,0.11748557884183833
0.6299999999999999,2,-0.1,2.259260789070045
0.6299999999999999,0,-0.1,-0.863594299206563
0.6299999999999999,0,-0.1,0.16598957863615518
0.6299999999999999,0,-0.1,0.6976047205704078
0.6299999999999999,-2,0.1,-2.259260789070045
0.6299999999999999,-2,0.1,-0.11748557884183833
0.6299999999999999,-2,0.1,0.37674636791188326
0.6299999999999999,2,0.1,2.293676208648839
0.6299999999999999,0,0.1,-0.6976047205704078
0.6299999999999999,0,0.1,-0.16598957863615518
0.6299999999999999,0,0.1,0.863594299206563
0.6299999999999999,-2,0,-2.2767145334803702
0.6299999999999999,-2,0,0
0.6299999999999999,-2,0,0.27671453348037045
0.6299999999999999,2,0,-0.27671453348037045
0.6299999999999999,2,0,0
0.6299999999999999,2,0,2.2767145334803702
0.6299999999999999,0,0,-0.7937253933193771
0.6299999999999999,0,0,0
0.6299999999999999,0,0,0.7937253933193771
0.6400000000000001,-2,-0.1,-2.2975073915942223
0.6400000000000001,2,-0.1,-0.379640263248163
0.6400000000000001,2,-0.1,0.1163842044991849
0.6400000000000001,2,-0.1,2.2632560587489783
0.6400000000000001,0,-0.1,-0.8689539124448957
0.6400000000000001,0,-0.1,0.16301918135675816
0.6400000000000001,0,-0.1,0.7059347310881376
0.6400000000000001,-2,0.1,-2.2632560587489783
0.6400000000000001,-2,0.1,-0.1163842044991849
0.6400000000000001,-2,0.1,0.379640263248163
0.6400000000000001,2,0.1,2.2975073915942223
0.6400000000000001,0,0.1,-0.7059347310881376
0.6400000000000001,0,0.1,-0.16301918135675816
0.6400000000000001,0,0.1,0.8689539124448957
0.6400000000000001,-2,0,-2.28062484748657
0.6400000000000001,-2,0,0
0.6400000000000001,-2,0,0.2806248474865698
0.6400000000000001,2,0,-0.2806248474865698
0.6400000000000001,2,0,0
0.6400000000000001,2,0,2.28062484748657
0.6400000000000001,0,0,-0.8
0.6400000000000001,0,0,0
0.6400000000000001,0,0,0.8
0.6499999999999999,-2,-0.1,-2.3013274689384113
0.6499999999999999,2,-0.1,-0.38253817883935115
0.6499999999999999,2,-0.1,0.11529965330248122
0.6499999999999999,2,-0.1,2.26723852553687
0.6499999999999999,0,-0.1,-0.8742876163637856
0.6499999999999999,0,-0.1,0.16016750431331717
0.6499999999999999,0,-0.1,0.7141201120504684
0.6499999999999999,-2,0.1,-2.26723852553687
0.6499999999999999,-2,0.1,-0.11529965330248122
0.6499999999999999,-2,0.1,0.38253817883935115
0.6499999999999999,2,0.1,2.3013274689384113
0.6499999999999999,0,0.1,-0.7141201120504684
0.6499999999999999,0,0.1,-0.16016750431331717
